day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-12-05,-0.3749999999999999,1.0,0.3583333333333333,1.0,1.0
2025-12-08,0.5304671043874533,1.0,-0.401115762278925,1.0,1.0
2025-12-09,-1.3985041842941952,1.0,0.9916473011895655,1.0,1.0
2025-12-10,0.1162242647279305,0.7897848346978416,-0.20795802865199042,0.9558559125034515,4.0
2025-12-12,0.6378026104715517,1.0,-0.8163497621305631,1.0,1.0
2025-12-16,0.6752133609273767,1.054864688553799,0.2144484736363169,1.638145900902125,3.0
2025-12-17,0.5212395170695294,0.1395844832873462,0.8143140250630334,0.027981753762544952,2.0
2025-12-19,1.1790461252031457,1.0,0.4722933630595756,1.0,1.0
2025-12-20,-0.2729785709919834,1.3843293441482523,-0.985362871809487,0.14404559621383203,2.0
2025-12-22,4.033009693007192,1.0,0.31561835093224355,1.0,1.0
2025-12-23,0.21262200380506605,0.9556785595315577,-0.08576403213725514,0.38791656857633705,3.0
2025-12-24,0.5605124982441199,1.8096815562233348,0.5177852850849793,0.5876321266648235,4.0
2025-12-25,-0.5057676260245172,0.2566556535331173,-0.179899331386448,0.07694379480276917,3.0
2025-12-26,-0.07508812212300256,0.7307080619193491,0.1365247641710477,1.083030944411214,10.0
2025-12-27,0.2505415446686844,0.7184318025571013,-1.1553288887146234,0.8437855347877058,4.0
2025-12-28,0.564890838165639,1.1481878228446882,0.3202961039915189,1.007644985680715,9.0
2025-12-29,-0.11019812991502431,1.380484868318174,-0.2165452354147516,1.0520036711781084,3.0
2025-12-30,0.018521923929273716,0.38990078454933036,-0.3953150643547439,1.063144000968586,5.0
2025-12-31,0.4434838388944322,0.7105838902137733,0.09114433426963671,0.12647626725946765,3.0
2026-01-01,-0.356245970557049,1.1199386637383097,0.3695465955465716,0.13841373831674988,2.0
2026-01-02,-0.2949479211983489,1.1667027561794183,0.2268579957217239,0.9585059826078174,8.0
2026-01-03,-0.7854811735514571,1.011166095371217,-0.2797864699910208,0.3202006931564579,3.0
2026-01-04,0.8097456736970152,1.2130575399413974,0.45909785056739183,1.2748456598549727,4.0
2026-01-05,-0.19376660961411143,0.9430436382718982,-0.32664393583330137,1.3794690562054635,6.0
2026-01-06,-0.5533058482689975,0.6207591942154836,-0.6208204689023545,0.7291331651074316,13.0
2026-01-07,0.008391974538785665,0.9781370567469619,0.3461718498962793,1.0937988936127305,27.0
2026-01-08,0.18976377615060083,0.8822869084117684,-0.14768644948065468,1.0775607902313813,7.0
2026-01-09,0.02815476939580917,1.1051224357729195,-0.1940793061204139,0.9049856524155453,9.0
2026-01-10,-0.18396467181068554,0.8722038799678296,-0.4247044365321999,1.107553249733978,6.0
2026-01-11,0.0824510901123503,0.7673200463368753,-0.5356211769152528,0.7366659641928929,7.0
2026-01-12,-0.2919425691688723,0.8731629045211534,-0.5228082666933676,0.28890804262974207,5.0
2026-01-13,-1.279132775380878,1.0,-0.6215928079421299,1.0,1.0
2026-01-14,-0.17834045648098265,1.098785592070159,0.22229075929133324,0.6660126283823674,6.0
2026-01-15,-0.5543165053275734,1.1622090577879631,0.3374697267903083,0.7767245221570741,5.0
2026-01-16,-0.032128021803301196,0.6729949075796196,-0.616911859883978,0.8910358145944717,7.0
2026-01-17,-0.17687084611260756,1.2501331493608534,-0.27582900615425554,1.3900811213992397,2.0
2026-01-18,-0.8507498327664877,0.2971243470366981,-0.7698578276573307,0.5215966852374551,2.0
2026-01-19,-0.4199737608102918,1.770746565706762,-0.6574062304528858,0.22828772812601114,3.0
2026-01-20,0.15464369059027683,1.5361808887437467,0.2027361607230625,1.7059157146403092,7.0
2026-01-21,-0.09987489443280946,0.8248164606732221,0.13666602393013474,1.1932308674018532,7.0
2026-01-22,0.060517992976612235,0.8875349967504529,-0.20581108066561796,0.9639815805808649,13.0
2026-01-23,0.3687293994415957,0.3560766997191847,0.05036726064768842,0.5344596567251473,9.0
2026-01-24,-0.30250958507027215,1.0295684577316437,0.6587560387035918,0.8381006920383245,8.0
2026-01-25,-0.20210516098653844,1.1442471491413615,0.3462177290813352,1.326909987099116,7.0
2026-01-26,-0.28455043484301595,0.8597479259609591,-0.122622884745664,1.1829158596666547,3.0
2026-01-27,-0.3556365052702843,1.2016894109328016,0.017252759268976098,0.8732695947471159,10.0
2026-01-28,-0.13997092405495126,1.0225657037953473,-0.5408596872030116,0.5596599937647966,6.0
2026-01-29,0.04123359325204812,0.3883726306320271,0.19764645303074915,0.4924601224639853,5.0
2026-02-01,2.5727899081726924,1.6815312517352843,-0.404549729615422,0.877371376679955,2.0
2026-02-03,0.3867469390313184,0.19576131721767542,0.573473044845838,1.7373723832985553,2.0
2026-02-04,-0.8715948446955707,0.717798241826355,-0.07896866973303159,0.33721824903508923,3.0
2026-02-05,0.5057635914043332,0.9642485872660063,-0.13153941172411068,0.8475259713862169,4.0
2026-02-06,-0.37786090686148927,0.9503454916497529,0.2375959974982184,1.4584167690757786,5.0
2026-02-07,0.47131794582700764,1.0583090122682521,-0.4769640097100201,1.403080903755477,2.0
2026-02-08,-0.3990611182069853,1.3756144985514873,-0.2877951895959552,0.6095616277598939,4.0
2026-02-09,-0.22582964248272833,1.0,-0.7593185977783521,1.0,1.0
2026-02-10,0.16713614487648884,0.8722716205589306,0.47492132858090225,0.9095849968339239,3.0
2026-02-11,-1.8523078907075976,0.5563736861657378,0.5727830200806059,0.7023259789178107,2.0
2026-02-12,-0.25092769315706276,0.36952018713671014,-0.8842736328892765,0.662160014049883,3.0
2026-02-13,0.12963259063572685,0.9551014753252839,0.10193928247508191,0.8220745712674222,5.0
2026-02-14,1.034322194050003,0.310534209682515,0.9775116047268463,1.8708816371622188,3.0
2026-02-15,0.8961267246819445,1.1183529338119809,0.03491433248104606,1.4327211679849206,3.0
2026-02-17,-0.39283448630208156,0.3915192236465163,-0.7236842638562089,1.0482187178397804,4.0
2026-02-18,-0.552654038951871,0.8945733813206452,0.982849795248006,1.7347901221176296,3.0
2026-02-19,0.1547216477073358,1.0918141482040786,0.43273162798390963,1.4188275207589809,5.0
2026-02-20,0.2690531144643316,0.5486865602887164,-0.10100907179081424,1.255084928455068,6.0
2026-02-21,-1.0141539616648538,1.0,0.44729623922352413,1.0,1.0
